production_id,device_id,manufacturer_id,date_id,units_produced,units_passed_qc,defect_rate,production_status,batch_number
PRD003701,DEV0008,MFG007,20200705,207,124,0.1286,On Hold,BATCH6810
PRD003702,DEV0015,MFG004,20200622,173,23,0.096,Failed QC,BATCH2028
PRD003703,DEV0024,MFG002,20191121,265,250,0.0609,Failed QC,BATCH5117
PRD003704,DEV0035,MFG005,20200817,287,172,0.0517,In Progress,BATCH9345
PRD003705,DEV0026,MFG001,20201023,100,27,0.0365,Completed,BATCH1146
PRD003706,DEV0002,MFG006,20200916,59,26,0.1232,Completed,BATCH4774
PRD003707,DEV0024,MFG008,20200505,436,143,0.1149,On Hold,BATCH9513
PRD003708,DEV0007,MFG007,20210908,280,258,0.1055,Completed,BATCH8002
PRD003709,DEV0003,MFG001,20210507,498,318,0.095,Failed QC,BATCH3294
PRD003710,DEV0012,MFG001,20210928,404,346,0.0022,On Hold,BATCH3754
PRD003711,DEV0032,MFG006,20190920,125,54,0.0181,On Hold,BATCH6731
PRD003712,DEV0038,MFG001,20200818,185,122,0.1474,In Progress,BATCH1443
PRD003713,DEV0013,MFG008,20200305,312,206,0.032,Completed,BATCH8471
PRD003714,DEV0035,MFG010,20210414,446,300,0.0867,Completed,BATCH3135
PRD003715,DEV0015,MFG001,20210513,472,392,0.1122,On Hold,BATCH4120
PRD003716,DEV0039,MFG009,20201208,441,212,0.0341,In Progress,BATCH9248
PRD003717,DEV0042,MFG007,20210814,314,261,0.1411,On Hold,BATCH8665
PRD003718,DEV0032,MFG002,20210619,471,344,0.076,Completed,BATCH4295
PRD003719,DEV0003,MFG004,20210423,205,44,0.0528,On Hold,BATCH1095
PRD003720,DEV0044,MFG005,20210220,298,257,0.0549,Completed,BATCH5358
PRD003721,DEV0035,MFG009,20201201,495,353,0.0719,On Hold,BATCH1411
PRD003722,DEV0025,MFG002,20210425,442,13,0.0939,In Progress,BATCH5264
PRD003723,DEV0026,MFG001,20191216,80,42,0.0628,On Hold,BATCH4713
PRD003724,DEV0042,MFG001,20200512,78,57,0.1352,In Progress,BATCH6826
PRD003725,DEV0010,MFG006,20210914,140,119,0.0735,On Hold,BATCH3814
PRD003726,DEV0039,MFG009,20200804,79,35,0.1244,Completed,BATCH5719
PRD003727,DEV0044,MFG001,20201115,358,240,0.0994,Completed,BATCH2785
PRD003728,DEV0037,MFG005,20210430,343,98,0.0376,In Progress,BATCH1696
PRD003729,DEV0044,MFG003,20191224,92,77,0.0385,Completed,BATCH2512
PRD003730,DEV0037,MFG010,20200718,479,393,0.1135,Failed QC,BATCH1570
PRD003731,DEV0033,MFG003,20190921,341,181,0.0424,Completed,BATCH2035
PRD003732,DEV0028,MFG002,20200603,444,103,0.0617,Failed QC,BATCH5167
PRD003733,DEV0035,MFG003,20210630,83,45,0.0387,On Hold,BATCH9260
PRD003734,DEV0042,MFG006,20210324,412,64,0.1022,Completed,BATCH1545
PRD003735,DEV0047,MFG003,20210314,299,18,0.0274,Completed,BATCH7387
PRD003736,DEV0021,MFG002,20200627,44,22,0.1464,Completed,BATCH2191
PRD003737,DEV0035,MFG004,20210716,489,73,0.115,On Hold,BATCH2766
PRD003738,DEV0033,MFG003,20200515,333,290,0.0806,Completed,BATCH9096
PRD003739,DEV0039,MFG003,20200211,492,19,0.0075,Failed QC,BATCH6950
PRD003740,DEV0016,MFG001,20210813,491,156,0.1105,On Hold,BATCH9440
PRD003741,DEV0040,MFG010,20210909,247,152,0.1312,Completed,BATCH6014
PRD003742,DEV0030,MFG001,20210615,66,10,0.007,On Hold,BATCH4199
PRD003743,DEV0028,MFG001,20210921,22,4,0.1208,On Hold,BATCH6628
PRD003744,DEV0012,MFG005,20201225,208,37,0.0637,Completed,BATCH8216
PRD003745,DEV0050,MFG007,20190919,330,12,0.0639,On Hold,BATCH8957
PRD003746,DEV0017,MFG004,20190815,445,273,0.0929,On Hold,BATCH7804
PRD003747,DEV0033,MFG007,20211129,327,209,0.0846,Failed QC,BATCH4592
PRD003748,DEV0021,MFG005,20200411,134,15,0.0691,In Progress,BATCH7787
PRD003749,DEV0024,MFG003,20190917,74,41,0.1175,In Progress,BATCH4822
PRD003750,DEV0004,MFG008,20200910,381,208,0.1266,In Progress,BATCH8623
PRD003751,DEV0040,MFG005,20210405,103,50,0.0731,Completed,BATCH7824
PRD003752,DEV0042,MFG009,20210430,125,1,0.0352,On Hold,BATCH9747
PRD003753,DEV0010,MFG010,20200510,217,183,0.0329,On Hold,BATCH3156
PRD003754,DEV0032,MFG009,20210120,286,116,0.1338,Failed QC,BATCH5329
PRD003755,DEV0012,MFG001,20200416,84,30,0.0608,Failed QC,BATCH3282
PRD003756,DEV0041,MFG006,20200706,143,141,0.0248,Failed QC,BATCH2357
PRD003757,DEV0033,MFG001,20201220,75,74,0.1447,On Hold,BATCH2851
PRD003758,DEV0050,MFG004,20200610,58,38,0.0769,In Progress,BATCH4312
PRD003759,DEV0047,MFG001,20210213,73,15,0.1213,On Hold,BATCH3946
PRD003760,DEV0026,MFG001,20200805,281,11,0.0689,Failed QC,BATCH4017
PRD003761,DEV0030,MFG003,20210515,438,193,0.1112,Failed QC,BATCH9594
PRD003762,DEV0039,MFG006,20200603,365,298,0.0648,Completed,BATCH1878
PRD003763,DEV0046,MFG009,20210525,244,26,0.0173,In Progress,BATCH2221
PRD003764,DEV0007,MFG007,20200903,385,253,0.0236,In Progress,BATCH1688
PRD003765,DEV0019,MFG007,20210316,175,154,0.0381,Failed QC,BATCH9117
PRD003766,DEV0045,MFG007,20210509,35,19,0.0916,Completed,BATCH7348
PRD003767,DEV0037,MFG006,20210421,334,89,0.0217,Failed QC,BATCH3265
PRD003768,DEV0049,MFG004,20210805,311,224,0.0293,Failed QC,BATCH6798
PRD003769,DEV0035,MFG001,20200824,340,78,0.1365,On Hold,BATCH9079
PRD003770,DEV0026,MFG009,20210626,480,111,0.0128,Completed,BATCH5372
PRD003771,DEV0047,MFG010,20191125,338,254,0.0293,Completed,BATCH2647
PRD003772,DEV0046,MFG001,20210907,366,248,0.0401,On Hold,BATCH1788
PRD003773,DEV0026,MFG007,20201103,60,56,0.1099,Completed,BATCH1064
PRD003774,DEV0038,MFG001,20191229,217,39,0.1363,Failed QC,BATCH9063
PRD003775,DEV0018,MFG004,20200622,165,83,0.0104,On Hold,BATCH4384
PRD003776,DEV0046,MFG008,20210903,140,42,0.0868,In Progress,BATCH2179
PRD003777,DEV0029,MFG007,20210805,72,60,0.1207,In Progress,BATCH5881
PRD003778,DEV0041,MFG007,20210824,294,101,0.0164,Completed,BATCH8194
PRD003779,DEV0025,MFG002,20210503,432,144,0.1474,Completed,BATCH6373
PRD003780,DEV0026,MFG007,20200314,92,6,0.0029,Failed QC,BATCH1497
PRD003781,DEV0029,MFG008,20200402,10,2,0.1028,In Progress,BATCH6615
PRD003782,DEV0001,MFG009,20200606,108,65,0.0153,Completed,BATCH2675
PRD003783,DEV0004,MFG001,20210531,276,55,0.06,Failed QC,BATCH4225
PRD003784,DEV0002,MFG001,20200222,53,49,0.0762,Completed,BATCH6286
PRD003785,DEV0046,MFG007,20200502,160,112,0.0057,On Hold,BATCH3129
PRD003786,DEV0048,MFG010,20211014,253,246,0.1166,On Hold,BATCH2175
PRD003787,DEV0025,MFG009,20190811,233,131,0.0983,In Progress,BATCH7319
PRD003788,DEV0009,MFG006,20200505,178,73,0.1053,On Hold,BATCH3676
PRD003789,DEV0048,MFG010,20190919,463,259,0.033,In Progress,BATCH8723
PRD003790,DEV0004,MFG004,20210417,402,197,0.0673,In Progress,BATCH4133
PRD003791,DEV0028,MFG006,20190807,404,339,0.1159,In Progress,BATCH9202
PRD003792,DEV0019,MFG010,20200911,422,186,0.0944,On Hold,BATCH2450
PRD003793,DEV0033,MFG003,20190803,316,16,0.0045,On Hold,BATCH6545
PRD003794,DEV0017,MFG009,20190815,329,249,0.0893,Failed QC,BATCH4777
PRD003795,DEV0032,MFG004,20191227,89,71,0.1163,In Progress,BATCH6353
PRD003796,DEV0037,MFG008,20200607,31,1,0.0649,In Progress,BATCH5945
PRD003797,DEV0049,MFG006,20200112,5,2,0.1051,Failed QC,BATCH9001
PRD003798,DEV0018,MFG002,20210607,81,70,0.1265,Completed,BATCH7643
PRD003799,DEV0006,MFG003,20191208,314,152,0.0989,Completed,BATCH3623
PRD003800,DEV0049,MFG008,20200125,127,92,0.1258,In Progress,BATCH3354
PRD003801,DEV0049,MFG003,20191229,147,136,0.0173,In Progress,BATCH4864
PRD003802,DEV0041,MFG006,20210829,223,149,0.1093,Failed QC,BATCH3089
PRD003803,DEV0017,MFG001,20200105,241,120,0.114,In Progress,BATCH3014
PRD003804,DEV0004,MFG009,20201210,360,304,0.1461,In Progress,BATCH1470
PRD003805,DEV0021,MFG003,20200723,142,52,0.0427,On Hold,BATCH4111
PRD003806,DEV0016,MFG004,20210124,64,18,0.1346,Failed QC,BATCH1067
PRD003807,DEV0027,MFG003,20210912,65,10,0.1,Failed QC,BATCH8284
PRD003808,DEV0032,MFG001,20210407,445,392,0.0651,In Progress,BATCH5491
PRD003809,DEV0044,MFG008,20200801,418,327,0.0886,On Hold,BATCH2290
PRD003810,DEV0006,MFG006,20200609,462,318,0.0526,Failed QC,BATCH6647
PRD003811,DEV0024,MFG005,20210312,144,10,0.0688,In Progress,BATCH5274
PRD003812,DEV0002,MFG002,20210215,445,316,0.0476,Completed,BATCH5778
PRD003813,DEV0026,MFG010,20200118,275,231,0.0179,Failed QC,BATCH1108
PRD003814,DEV0010,MFG001,20210218,458,243,0.1208,In Progress,BATCH1740
PRD003815,DEV0021,MFG002,20210610,421,124,0.0833,In Progress,BATCH1820
PRD003816,DEV0033,MFG003,20200305,265,154,0.1286,On Hold,BATCH7234
PRD003817,DEV0049,MFG002,20200917,241,218,0.0691,On Hold,BATCH6147
PRD003818,DEV0006,MFG007,20211013,63,21,0.0053,Failed QC,BATCH9283
PRD003819,DEV0012,MFG008,20210701,192,147,0.148,Failed QC,BATCH5687
PRD003820,DEV0039,MFG006,20190904,316,175,0.0506,In Progress,BATCH7598
PRD003821,DEV0050,MFG007,20210514,108,15,0.0777,Completed,BATCH1883
PRD003822,DEV0022,MFG008,20201208,270,166,0.0685,In Progress,BATCH7240
PRD003823,DEV0046,MFG009,20210103,202,71,0.1209,In Progress,BATCH7186
PRD003824,DEV0015,MFG009,20191128,389,77,0.0425,Completed,BATCH8830
PRD003825,DEV0018,MFG009,20210313,26,9,0.0537,Failed QC,BATCH7933
PRD003826,DEV0017,MFG005,20210310,149,145,0.1406,In Progress,BATCH9796
PRD003827,DEV0017,MFG010,20200608,30,30,0.0063,In Progress,BATCH3761
PRD003828,DEV0050,MFG003,20200830,280,219,0.0422,In Progress,BATCH5082
PRD003829,DEV0049,MFG002,20210726,442,143,0.0489,In Progress,BATCH4321
PRD003830,DEV0022,MFG003,20200920,201,53,0.0008,Failed QC,BATCH4218
PRD003831,DEV0034,MFG008,20200418,297,260,0.0318,Completed,BATCH8801
PRD003832,DEV0044,MFG004,20201229,97,43,0.0823,Completed,BATCH8293
PRD003833,DEV0013,MFG003,20200307,26,19,0.0196,In Progress,BATCH2038
PRD003834,DEV0014,MFG005,20200406,245,62,0.0276,Failed QC,BATCH8798
PRD003835,DEV0028,MFG003,20200731,390,48,0.1476,Failed QC,BATCH5073
PRD003836,DEV0049,MFG001,20200803,173,32,0.0986,Completed,BATCH4090
PRD003837,DEV0040,MFG007,20200421,173,98,0.0811,On Hold,BATCH7892
PRD003838,DEV0028,MFG010,20191106,174,64,0.0152,On Hold,BATCH7999
PRD003839,DEV0005,MFG004,20200322,442,189,0.1485,On Hold,BATCH7471
PRD003840,DEV0030,MFG010,20200408,198,31,0.004,On Hold,BATCH5611
PRD003841,DEV0034,MFG008,20210527,51,16,0.0661,In Progress,BATCH4997
PRD003842,DEV0027,MFG001,20190821,293,152,0.0211,Completed,BATCH4746
PRD003843,DEV0033,MFG010,20201207,32,6,0.1451,Failed QC,BATCH3398
PRD003844,DEV0007,MFG010,20200104,72,70,0.1034,Completed,BATCH8416
PRD003845,DEV0021,MFG005,20191110,461,435,0.0368,On Hold,BATCH3399
PRD003846,DEV0013,MFG009,20210612,354,216,0.0015,Completed,BATCH7945
PRD003847,DEV0008,MFG004,20200702,240,191,0.0376,Completed,BATCH4003
PRD003848,DEV0001,MFG005,20210102,286,186,0.0132,On Hold,BATCH7499
PRD003849,DEV0026,MFG010,20201213,55,25,0.135,On Hold,BATCH8215
PRD003850,DEV0019,MFG001,20210911,17,8,0.1407,Failed QC,BATCH4048
PRD003851,DEV0046,MFG001,20200428,389,80,0.1453,Failed QC,BATCH9306
PRD003852,DEV0043,MFG010,20210724,402,328,0.0249,In Progress,BATCH2825
PRD003853,DEV0006,MFG010,20210127,123,21,0.1215,Completed,BATCH2971
PRD003854,DEV0033,MFG006,20210902,478,406,0.1248,In Progress,BATCH2220
PRD003855,DEV0034,MFG004,20200613,427,177,0.041,Completed,BATCH7927
PRD003856,DEV0034,MFG001,20200806,124,101,0.0047,Completed,BATCH8011
PRD003857,DEV0039,MFG002,20201012,158,104,0.0583,In Progress,BATCH4455
PRD003858,DEV0036,MFG002,20211009,168,90,0.0851,Failed QC,BATCH1663
PRD003859,DEV0048,MFG002,20210709,70,36,0.1482,In Progress,BATCH3350
PRD003860,DEV0027,MFG008,20210920,305,291,0.1234,Completed,BATCH2115
PRD003861,DEV0017,MFG002,20191114,244,9,0.0599,On Hold,BATCH2665
PRD003862,DEV0014,MFG007,20200504,486,348,0.1411,Failed QC,BATCH4852
PRD003863,DEV0037,MFG006,20200303,337,75,0.0388,On Hold,BATCH3077
PRD003864,DEV0014,MFG008,20210809,3,2,0.069,In Progress,BATCH2738
PRD003865,DEV0025,MFG003,20210318,411,291,0.1251,Completed,BATCH5048
PRD003866,DEV0032,MFG010,20201220,268,16,0.0144,On Hold,BATCH4078
PRD003867,DEV0038,MFG003,20190923,340,113,0.1154,In Progress,BATCH9052
PRD003868,DEV0017,MFG002,20200209,187,73,0.1411,On Hold,BATCH9352
PRD003869,DEV0006,MFG010,20200302,208,19,0.0809,Failed QC,BATCH8878
PRD003870,DEV0029,MFG005,20200706,393,279,0.0396,In Progress,BATCH1049
PRD003871,DEV0041,MFG010,20200707,285,146,0.0839,On Hold,BATCH7557
PRD003872,DEV0002,MFG003,20210217,338,182,0.098,On Hold,BATCH5260
PRD003873,DEV0048,MFG002,20200607,266,199,0.0859,On Hold,BATCH2077
PRD003874,DEV0030,MFG007,20200712,47,15,0.1006,On Hold,BATCH7285
PRD003875,DEV0036,MFG001,20210101,341,80,0.0651,On Hold,BATCH4609
PRD003876,DEV0006,MFG001,20200623,97,37,0.0737,Failed QC,BATCH7590
PRD003877,DEV0049,MFG008,20201202,276,20,0.0156,Completed,BATCH4792
PRD003878,DEV0042,MFG005,20200802,63,17,0.1125,Failed QC,BATCH6258
PRD003879,DEV0032,MFG003,20210728,51,13,0.0541,On Hold,BATCH5825
PRD003880,DEV0036,MFG008,20210803,97,2,0.0435,On Hold,BATCH5399
PRD003881,DEV0002,MFG004,20190810,176,88,0.1214,Failed QC,BATCH4924
PRD003882,DEV0045,MFG005,20210729,288,26,0.1268,In Progress,BATCH7930
PRD003883,DEV0029,MFG001,20201218,428,371,0.0886,On Hold,BATCH5312
PRD003884,DEV0001,MFG007,20201217,25,14,0.0138,On Hold,BATCH5573
PRD003885,DEV0016,MFG003,20200604,234,174,0.0257,Failed QC,BATCH5761
PRD003886,DEV0009,MFG004,20211017,267,131,0.0356,Completed,BATCH5617
PRD003887,DEV0030,MFG004,20200821,438,349,0.0547,On Hold,BATCH8791
PRD003888,DEV0010,MFG001,20200522,289,162,0.0207,Completed,BATCH7795
PRD003889,DEV0018,MFG004,20210317,95,74,0.075,In Progress,BATCH2435
PRD003890,DEV0017,MFG004,20210119,33,28,0.1345,In Progress,BATCH9519
PRD003891,DEV0034,MFG008,20191108,353,302,0.0254,Completed,BATCH3137
PRD003892,DEV0050,MFG009,20210327,90,39,0.0671,Completed,BATCH6855
PRD003893,DEV0002,MFG007,20210208,348,160,0.1451,In Progress,BATCH4862
PRD003894,DEV0024,MFG005,20200717,214,30,0.089,Failed QC,BATCH2098
PRD003895,DEV0014,MFG009,20191212,495,73,0.0827,Completed,BATCH2172
PRD003896,DEV0034,MFG001,20200416,316,126,0.0128,In Progress,BATCH2900
PRD003897,DEV0017,MFG008,20200720,38,31,0.1004,Completed,BATCH5501
PRD003898,DEV0035,MFG001,20200505,78,71,0.0808,Completed,BATCH1739
PRD003899,DEV0037,MFG007,20210918,347,72,0.087,Failed QC,BATCH9667
PRD003900,DEV0003,MFG009,20210708,304,194,0.0301,Completed,BATCH3447
PRD003901,DEV0037,MFG007,20210103,140,48,0.1379,On Hold,BATCH3440
PRD003902,DEV0017,MFG005,20201201,156,108,0.0013,Completed,BATCH4149
PRD003903,DEV0001,MFG009,20200325,21,11,0.1338,Failed QC,BATCH6414
PRD003904,DEV0001,MFG009,20210308,12,5,0.1217,Completed,BATCH2922
PRD003905,DEV0007,MFG005,20200221,82,50,0.0972,On Hold,BATCH6475
PRD003906,DEV0044,MFG009,20201020,138,75,0.1265,Failed QC,BATCH5548
PRD003907,DEV0014,MFG002,20210109,231,147,0.0962,On Hold,BATCH6167
PRD003908,DEV0042,MFG001,20201219,394,319,0.0793,In Progress,BATCH1180
PRD003909,DEV0042,MFG006,20200729,54,34,0.1329,Completed,BATCH1993
PRD003910,DEV0027,MFG006,20210123,399,198,0.1151,Completed,BATCH8125
PRD003911,DEV0025,MFG002,20211030,257,115,0.1483,On Hold,BATCH9879
PRD003912,DEV0001,MFG002,20210925,402,317,0.079,Failed QC,BATCH1492
PRD003913,DEV0022,MFG002,20210715,419,413,0.1166,On Hold,BATCH8788
PRD003914,DEV0042,MFG006,20210131,295,274,0.1347,Completed,BATCH8180
PRD003915,DEV0036,MFG004,20200311,487,401,0.1003,Completed,BATCH6509
PRD003916,DEV0040,MFG010,20210111,65,37,0.1146,Failed QC,BATCH2008
PRD003917,DEV0014,MFG001,20190923,207,9,0.0138,On Hold,BATCH1305
PRD003918,DEV0033,MFG005,20200131,301,270,0.0391,Failed QC,BATCH7560
PRD003919,DEV0025,MFG002,20200219,265,48,0.0071,On Hold,BATCH4380
PRD003920,DEV0003,MFG001,20200529,163,27,0.0426,Failed QC,BATCH8913
PRD003921,DEV0030,MFG003,20210913,123,74,0.0454,In Progress,BATCH9043
PRD003922,DEV0006,MFG006,20210213,146,20,0.1116,Completed,BATCH3535
PRD003923,DEV0028,MFG007,20190906,439,155,0.0093,In Progress,BATCH5466
PRD003924,DEV0023,MFG006,20210520,175,161,0.1096,On Hold,BATCH7952
PRD003925,DEV0028,MFG001,20200717,319,111,0.0776,In Progress,BATCH1932
PRD003926,DEV0049,MFG008,20201204,248,4,0.0184,Failed QC,BATCH8987
PRD003927,DEV0044,MFG008,20200921,207,26,0.0299,On Hold,BATCH6135
PRD003928,DEV0019,MFG007,20200712,297,94,0.0324,Completed,BATCH8768
PRD003929,DEV0020,MFG005,20200815,460,316,0.1479,On Hold,BATCH7009
PRD003930,DEV0004,MFG010,20210808,130,74,0.011,Completed,BATCH5475
PRD003931,DEV0023,MFG002,20200415,368,357,0.0778,On Hold,BATCH8556
PRD003932,DEV0025,MFG009,20201020,10,5,0.014,In Progress,BATCH3891
PRD003933,DEV0006,MFG004,20210909,268,94,0.128,Failed QC,BATCH4593
PRD003934,DEV0008,MFG005,20200308,381,117,0.1474,Completed,BATCH6231
PRD003935,DEV0029,MFG003,20191120,286,225,0.0593,On Hold,BATCH4717
PRD003936,DEV0008,MFG010,20200610,75,66,0.0962,Completed,BATCH3246
PRD003937,DEV0050,MFG005,20200429,392,268,0.0272,Failed QC,BATCH1640
PRD003938,DEV0043,MFG010,20191019,83,83,0.1458,Failed QC,BATCH3674
PRD003939,DEV0049,MFG003,20191014,254,122,0.094,On Hold,BATCH5978
PRD003940,DEV0030,MFG006,20200529,4,1,0.0792,In Progress,BATCH8729
PRD003941,DEV0044,MFG008,20200604,482,200,0.0137,In Progress,BATCH5794
PRD003942,DEV0036,MFG008,20200329,219,211,0.0417,On Hold,BATCH2334
PRD003943,DEV0047,MFG001,20210709,417,28,0.067,On Hold,BATCH4264
PRD003944,DEV0024,MFG001,20191106,83,31,0.1497,Failed QC,BATCH4398
PRD003945,DEV0042,MFG005,20200820,48,27,0.1127,Completed,BATCH8871
PRD003946,DEV0025,MFG009,20210522,349,342,0.138,Failed QC,BATCH4852
PRD003947,DEV0033,MFG005,20210615,83,58,0.0574,In Progress,BATCH3049
PRD003948,DEV0001,MFG003,20200428,4,3,0.1374,In Progress,BATCH6471
PRD003949,DEV0034,MFG003,20211029,388,96,0.0218,In Progress,BATCH3802
PRD003950,DEV0044,MFG008,20191230,309,171,0.1027,Completed,BATCH6338
PRD003951,DEV0035,MFG008,20210606,425,235,0.121,Failed QC,BATCH6990
PRD003952,DEV0033,MFG003,20210921,41,4,0.024,Completed,BATCH9040
PRD003953,DEV0015,MFG004,20191119,321,229,0.02,Failed QC,BATCH4331
PRD003954,DEV0030,MFG003,20210528,452,238,0.0798,Failed QC,BATCH5915
PRD003955,DEV0012,MFG003,20201115,149,110,0.0787,Failed QC,BATCH1734
PRD003956,DEV0049,MFG005,20211026,105,73,0.0999,In Progress,BATCH7788
PRD003957,DEV0023,MFG006,20210609,108,6,0.0291,In Progress,BATCH5453
PRD003958,DEV0010,MFG009,20200209,256,64,0.0801,In Progress,BATCH7226
PRD003959,DEV0020,MFG005,20191213,407,268,0.1287,Completed,BATCH1512
PRD003960,DEV0028,MFG002,20200716,301,80,0.1135,Failed QC,BATCH7704
PRD003961,DEV0040,MFG008,20210719,150,112,0.1132,On Hold,BATCH1835
PRD003962,DEV0014,MFG007,20200419,349,144,0.0141,On Hold,BATCH1903
PRD003963,DEV0041,MFG002,20200718,109,79,0.1234,On Hold,BATCH6286
PRD003964,DEV0008,MFG005,20191105,385,234,0.0289,Failed QC,BATCH5456
PRD003965,DEV0033,MFG009,20191025,145,8,0.0876,On Hold,BATCH8126
PRD003966,DEV0048,MFG006,20210218,358,319,0.0553,On Hold,BATCH6295
PRD003967,DEV0004,MFG001,20200602,51,5,0.1233,On Hold,BATCH4304
PRD003968,DEV0016,MFG010,20201024,119,22,0.1225,Completed,BATCH3721
PRD003969,DEV0047,MFG003,20210207,63,13,0.0693,On Hold,BATCH8940
PRD003970,DEV0046,MFG009,20210115,376,122,0.0833,Failed QC,BATCH1587
PRD003971,DEV0008,MFG007,20210521,496,437,0.1356,Completed,BATCH3059
PRD003972,DEV0035,MFG006,20211016,310,229,0.1255,On Hold,BATCH8510
PRD003973,DEV0043,MFG002,20200311,357,116,0.0703,In Progress,BATCH2216
PRD003974,DEV0023,MFG009,20211105,67,41,0.1029,Failed QC,BATCH6258
PRD003975,DEV0041,MFG006,20210801,39,33,0.1101,Completed,BATCH8974
PRD003976,DEV0002,MFG002,20200422,19,19,0.1115,Failed QC,BATCH2198
PRD003977,DEV0034,MFG001,20210103,93,57,0.1423,In Progress,BATCH1111
PRD003978,DEV0028,MFG003,20211109,327,192,0.0016,On Hold,BATCH9822
PRD003979,DEV0008,MFG002,20200728,56,17,0.044,Failed QC,BATCH1299
PRD003980,DEV0018,MFG001,20200318,81,25,0.113,Completed,BATCH9003
PRD003981,DEV0010,MFG001,20200605,264,97,0.077,In Progress,BATCH3606
PRD003982,DEV0002,MFG003,20200705,405,75,0.0447,Completed,BATCH6435
PRD003983,DEV0006,MFG006,20210914,202,193,0.0523,In Progress,BATCH8464
PRD003984,DEV0041,MFG006,20211017,342,5,0.0326,Completed,BATCH7778
PRD003985,DEV0021,MFG009,20200202,320,3,0.1319,On Hold,BATCH8633
PRD003986,DEV0045,MFG004,20200606,65,42,0.0318,Failed QC,BATCH9559
PRD003987,DEV0007,MFG009,20200530,488,389,0.1124,Failed QC,BATCH7111
PRD003988,DEV0024,MFG005,20210224,227,123,0.0446,On Hold,BATCH1849
PRD003989,DEV0046,MFG006,20190806,342,338,0.1389,Completed,BATCH9457
PRD003990,DEV0035,MFG009,20210712,385,38,0.1484,On Hold,BATCH4775
PRD003991,DEV0047,MFG010,20210501,323,86,0.0408,Failed QC,BATCH7841
PRD003992,DEV0004,MFG008,20200605,452,27,0.1314,Failed QC,BATCH2862
PRD003993,DEV0037,MFG006,20190902,235,127,0.129,Completed,BATCH4752
PRD003994,DEV0014,MFG005,20191103,455,449,0.0864,In Progress,BATCH2541
PRD003995,DEV0015,MFG006,20200308,421,364,0.1371,On Hold,BATCH2205
PRD003996,DEV0015,MFG004,20200312,429,104,0.1121,Completed,BATCH9878
PRD003997,DEV0036,MFG001,20210409,420,116,0.0445,On Hold,BATCH9974
PRD003998,DEV0044,MFG001,20210514,442,16,0.1358,Completed,BATCH5741
PRD003999,DEV0031,MFG009,20210625,458,91,0.1332,Completed,BATCH2185
PRD004000,DEV0004,MFG003,20200308,156,99,0.0932,Failed QC,BATCH2760
PRD004001,DEV0040,MFG010,20210708,34,9,0.1033,In Progress,BATCH2646
PRD004002,DEV0033,MFG002,20200915,171,85,0.0758,Failed QC,BATCH4344
PRD004003,DEV0013,MFG003,20200209,273,151,0.0396,Completed,BATCH9461
PRD004004,DEV0045,MFG004,20200207,40,21,0.0601,Failed QC,BATCH7668
PRD004005,DEV0043,MFG008,20210402,445,427,0.1118,In Progress,BATCH1911
PRD004006,DEV0010,MFG001,20191113,21,17,0.0894,On Hold,BATCH1980
PRD004007,DEV0045,MFG003,20210720,35,2,0.0311,In Progress,BATCH2403
PRD004008,DEV0004,MFG003,20200610,255,133,0.1298,Failed QC,BATCH4382
PRD004009,DEV0014,MFG002,20200508,188,116,0.1448,Failed QC,BATCH7461
PRD004010,DEV0042,MFG002,20210505,15,7,0.0525,In Progress,BATCH5937
PRD004011,DEV0032,MFG004,20200512,85,46,0.131,Failed QC,BATCH1183
PRD004012,DEV0047,MFG002,20191211,424,121,0.1214,Completed,BATCH4360
PRD004013,DEV0038,MFG008,20200922,403,18,0.1411,Failed QC,BATCH2932
PRD004014,DEV0043,MFG004,20191111,34,30,0.0165,In Progress,BATCH4846
PRD004015,DEV0032,MFG002,20191001,86,57,0.0643,Failed QC,BATCH8234
PRD004016,DEV0012,MFG003,20210903,98,32,0.0566,Completed,BATCH4924
PRD004017,DEV0006,MFG005,20210429,255,29,0.0587,In Progress,BATCH7711
PRD004018,DEV0035,MFG008,20191125,350,200,0.0107,In Progress,BATCH1020
PRD004019,DEV0021,MFG006,20211015,181,120,0.0099,On Hold,BATCH8553
PRD004020,DEV0021,MFG003,20200326,317,204,0.1139,Completed,BATCH6869
PRD004021,DEV0049,MFG008,20210623,119,101,0.1116,On Hold,BATCH1853
PRD004022,DEV0029,MFG010,20200703,245,62,0.0764,On Hold,BATCH8751
PRD004023,DEV0027,MFG007,20200121,339,104,0.1483,Failed QC,BATCH3744
PRD004024,DEV0006,MFG008,20201122,362,101,0.0329,Failed QC,BATCH7091
PRD004025,DEV0023,MFG006,20210511,181,62,0.0285,Failed QC,BATCH2779
PRD004026,DEV0016,MFG008,20210714,37,21,0.0784,On Hold,BATCH4780
PRD004027,DEV0021,MFG009,20200825,92,8,0.0094,On Hold,BATCH5505
PRD004028,DEV0002,MFG007,20200212,451,209,0.114,In Progress,BATCH7233
PRD004029,DEV0002,MFG010,20200605,377,224,0.1496,In Progress,BATCH9595
PRD004030,DEV0049,MFG007,20210107,344,336,0.0108,Completed,BATCH7812
PRD004031,DEV0036,MFG005,20201126,75,74,0.1403,Completed,BATCH5448
PRD004032,DEV0018,MFG008,20210403,6,6,0.1277,Failed QC,BATCH1833
PRD004033,DEV0024,MFG007,20211015,85,4,0.1464,On Hold,BATCH9469
